date,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm)
10-08-2010 15:15,0.550297201,3.934322357,0.408235308,0,1.573141776,0,3.24E-05,0
10-08-2010 15:16,0.550116599,3.935617447,0.412822277,0,1.591191134,0,3.24E-05,0
10-08-2010 15:16,0.550297201,3.93675065,0.417409231,0,1.609246055,0,3.24E-05,0
10-08-2010 15:17,0.550116599,3.93804574,0.421996174,0,1.627306917,0,3.24E-05,0
10-08-2010 15:17,0.550297201,3.939502716,0.426583101,0,1.645373625,0,3.24E-05,0
10-08-2010 15:18,0.549935997,3.94063592,0.43116997,0,1.663446133,0,0,0
10-08-2010 15:18,0.550116599,3.942254782,0.435756945,0,1.681525108,0,3.24E-05,0
10-08-2010 15:19,0.550116599,3.943226099,0.440343842,0,1.699609883,0,0,0
10-08-2010 15:19,0.550116599,3.944844961,0.444931122,0,1.717702352,0,3.24E-05,0
10-08-2010 15:20,0.550116599,3.946140051,0.449517737,0,1.735798458,0,3.24E-05,0
10-08-2010 15:20,0.550297201,3.947597027,0.454104799,0,1.753902507,0,6.48E-05,0
10-08-2010 15:21,0.550297201,3.94873023,0.458691691,0,1.772012213,0,3.24E-05,0
10-08-2010 15:21,0.550116599,3.950187206,0.463279027,0,1.790129959,0,0,0
10-08-2010 15:22,0.550116599,3.951644182,0.467865575,0,1.808251042,0,6.48E-05,0
10-08-2010 15:22,0.550116599,3.953101158,0.472452527,0,1.82638013,0,6.48E-05,0
10-08-2010 15:23,0.550116599,3.954558134,0.477039439,0,1.844515653,0,6.48E-05,0
10-08-2010 15:23,0.550116599,3.95601511,0.481626849,0,1.862659772,0,6.48E-05,0
10-08-2010 15:24,0.550116599,3.9573102,0.486213553,0,1.880807706,0,6.48E-05,0
10-08-2010 15:24,0.550116599,3.958767176,0.490800521,0,1.898963358,0,0,0
10-08-2010 15:25,0.550297201,3.960386038,0.495387547,0,1.917126,0,3.24E-05,0
10-08-2010 15:25,0.550116599,3.961843014,0.499974459,0,1.93529501,0,6.48E-05,0
10-08-2010 15:26,0.550297201,3.963461876,0.504561464,0,1.953471223,0,9.71E-05,0
10-08-2010 15:26,0.550297201,3.965080738,0.509148337,0,1.971653885,0,9.71E-05,0
10-08-2010 15:27,0.550116599,3.966213942,0.513735268,0,1.98984381,0,0,0
10-08-2010 15:27,0.550297201,3.96799469,0.518322355,0,2.008041413,0,9.71E-05,0
10-08-2010 15:28,0.549935997,3.969451666,0.522909283,0,2.026245518,0,6.48E-05,0
10-08-2010 15:28,0.550116599,3.970908642,0.527496227,0,2.044456874,0,3.24E-05,0
10-08-2010 15:29,0.549935997,3.972527504,0.532083196,0,2.062675625,0,0,0
10-08-2010 15:29,0.550116599,3.97398448,0.536670507,0,2.080902956,0,3.24E-05,0
10-08-2010 15:30,0.550116599,3.975765228,0.541257167,0,2.099135169,0,3.24E-05,0
10-08-2010 15:30,0.550116599,3.977545977,0.545844164,0,2.117376209,0,6.48E-05,0
10-08-2010 15:31,0.550297201,3.979164839,0.55043119,0,2.13562437,0,6.48E-05,0
10-08-2010 15:31,0.550116599,3.980783701,0.555018076,0,2.153880125,0,6.48E-05,0
10-08-2010 15:32,0.549935997,3.982240677,0.559604971,0,2.172143634,0,-3.24E-05,0
10-08-2010 15:32,0.549935997,3.984021425,0.56419183,0,2.190414652,0,0,0
10-08-2010 15:33,0.550116599,3.98596406,0.568778748,0,2.208693693,0,3.24E-05,0
10-08-2010 15:33,0.550116599,3.987582922,0.573365688,0,2.226980785,0,0,0
10-08-2010 15:34,0.550297201,3.98936367,0.577952572,0,2.245275559,0,6.48E-05,0
10-08-2010 15:34,0.550116599,3.991144419,0.582539499,0,2.263578706,0,6.48E-05,0
10-08-2010 15:35,0.550116599,3.992925167,0.587126377,0,2.281889908,0,3.24E-05,0
10-08-2010 15:35,0.550116599,3.994867563,0.591713316,0,2.300209632,0,6.48E-05,0
10-08-2010 15:36,0.550116599,3.996648312,0.596300197,0,2.318537568,0,3.24E-05,0
10-08-2010 15:36,0.550116599,3.99842906,0.600887095,0,2.336874159,0,3.24E-05,0
10-08-2010 15:37,0.550116599,4.000371933,0.605473969,0,2.355219198,0,0,0
10-08-2010 15:37,0.550116599,4.002314568,0.610060799,0,2.373572882,0,3.24E-05,0
10-08-2010 15:38,0.550297201,4.00441885,0.614647642,0,2.391935479,0,6.48E-05,0
10-08-2010 15:38,0.550297201,4.006199837,0.619234464,0,2.410306946,0,3.24E-05,0
10-08-2010 15:39,0.550116599,4.008304119,0.623821395,0,2.428687977,0,6.48E-05,0
10-08-2010 15:39,0.549935997,4.010246754,0.62840855,0,2.447079047,0,6.48E-05,0
10-08-2010 15:40,0.550116599,4.012189388,0.632995123,0,2.465477132,0,0,0
10-08-2010 15:40,0.550116599,4.014294147,0.637582057,0,2.483886075,0,6.48E-05,0
10-08-2010 15:41,0.549935997,4.01639843,0.642169025,0,2.502304606,0,6.48E-05,0
10-08-2010 15:41,0.550116599,4.018503189,0.646755987,0,2.520732701,0,3.24E-05,0
10-08-2010 15:42,0.549935997,4.020607471,0.651342952,0,2.539170322,0,6.48E-05,0
10-08-2010 15:42,0.550116599,4.022712231,0.655929902,0,2.557617708,0,0,0
10-08-2010 15:43,0.550116599,4.024816513,0.660516811,0,2.576074685,0,3.23E-05,0
10-08-2010 15:43,0.550116599,4.026921272,0.665103743,0,2.59454165,0,6.48E-05,0
10-08-2010 15:44,0.550297201,4.029187679,0.669691088,0,2.613020266,0,6.48E-05,0
10-08-2010 15:44,0.550297201,4.031454086,0.674278711,0,2.631509866,0,6.48E-05,0
10-08-2010 15:45,0.550116599,4.033396721,0.678866262,0,2.650009173,0,3.24E-05,0
10-08-2010 15:45,0.550116599,4.035824776,0.683453934,0,2.668519075,0,6.48E-05,0
10-08-2010 15:46,0.550297201,4.038252831,0.688040946,0,2.68703644,0,0.000129509,0
10-08-2010 15:46,0.550116599,4.040195465,0.692627644,0,2.705562764,0,6.48E-05,0
10-08-2010 15:47,0.550116599,4.042461872,0.697214318,0,2.724099252,0,9.71E-05,0
10-08-2010 15:47,0.550116599,4.044890404,0.701801058,0,2.742646456,0,6.48E-05,0
10-08-2010 15:48,0.550116599,4.047156811,0.706387732,0,2.761203916,0,6.48E-05,0
10-08-2010 15:48,0.550297201,4.049584866,0.710974426,0,2.77977215,0,9.71E-05,0
10-08-2010 15:49,0.550116599,4.051851273,0.715561132,0,2.798351123,0,9.71E-05,0
10-08-2010 15:49,0.550116599,4.05411768,0.720147787,0,2.816940807,0,6.48E-05,0
10-08-2010 15:50,0.550116599,4.056546211,0.724732368,0,2.835533052,0,3.24E-05,0
10-08-2010 15:50,0.549935997,4.058974266,0.729318745,0,2.854143602,0,0,0
10-08-2010 15:51,0.549935997,4.061240673,0.733905491,0,2.872766666,0,6.48E-05,0
10-08-2010 15:51,0.550116599,4.063830853,0.738492102,0,2.891400321,0,3.23E-05,0
10-08-2010 15:52,0.550116599,4.066421032,0.743078724,0,2.910045507,0,9.71E-05,0
10-08-2010 15:52,0.550297201,4.069011211,0.747665395,0,2.928702499,0,9.71E-05,0
10-08-2010 15:53,0.550116599,4.071439743,0.752252075,0,2.947371218,0,0.000129509,0
10-08-2010 15:53,0.550116599,4.074029922,0.756838635,0,2.966051203,0,9.72E-05,0
10-08-2010 15:54,0.550116599,4.076620102,0.761425655,0,2.984745001,0,6.48E-05,0
10-08-2010 15:54,0.550116599,4.079371929,0.766011858,0,3.003447436,0,3.23E-05,0
10-08-2010 15:55,0.549935997,4.081800461,0.770598524,0,3.022163902,0,6.48E-05,0
10-08-2010 15:55,0.550116599,4.084714413,0.775185096,0,3.040892159,0,9.72E-05,0
10-08-2010 15:56,0.550297201,4.087304592,0.779771863,0,3.059633509,0,3.24E-05,0
10-08-2010 15:56,0.550297201,4.090056419,0.784358298,0,3.078385941,0,9.71E-05,0
10-08-2010 15:57,0.550116599,4.092808723,0.788944864,0,3.097151444,0,6.48E-05,0
10-08-2010 15:57,0.550116599,4.095560551,0.793531396,0,3.115929454,0,6.48E-05,0
10-08-2010 15:58,0.550116599,4.098312855,0.798118059,0,3.134720849,0,6.48E-05,0
10-08-2010 15:58,0.550116599,4.101226807,0.802704691,0,3.153524934,0,9.72E-05,0
10-08-2010 15:59,0.550116599,4.104140759,0.807291356,0,3.172342094,0,9.72E-05,0
10-08-2010 15:59,0.549755394,4.106892586,0.811878027,0,3.191172518,0,6.48E-05,0
10-08-2010 16:00,0.550116599,4.109968662,0.816464942,0,3.210017263,0,9.72E-05,0
10-08-2010 16:00,0.550116599,4.11272049,0.82105126,0,3.228872965,0,6.48E-05,0
10-08-2010 16:01,0.550116599,4.115796089,0.825637907,0,3.247743468,0,0.000129509,0
10-08-2010 16:01,0.550116599,4.118710041,0.830224517,0,3.266627433,0,9.71E-05,0
10-08-2010 16:02,0.550116599,4.121786118,0.834811129,0,3.285525114,0,9.72E-05,0
10-08-2010 16:02,0.550116599,4.124700069,0.839397744,0,3.304436677,0,6.48E-05,0
10-08-2010 16:03,0.550297201,4.127937794,0.843984351,0,3.323362271,0,9.72E-05,0
10-08-2010 16:03,0.550297201,4.131013393,0.848570933,0,3.342301915,0,9.71E-05,0
10-08-2010 16:04,0.550116599,4.133927345,0.853157537,0,3.361255975,0,9.71E-05,0
10-08-2010 16:04,0.550116599,4.137327194,0.857744107,0,3.380224257,0,0.000129509,0
10-08-2010 16:05,0.549935997,4.140241146,0.862330731,0,3.399207281,0,6.48E-05,0
10-08-2010 16:05,0.550297201,4.14347887,0.866917354,0,3.418204942,0,6.48E-05,0
10-08-2010 16:06,0.550116599,4.147040367,0.871503907,0,3.43721721,0,0.000129509,0
10-08-2010 16:06,0.550116599,4.150115967,0.876090446,0,3.456244454,0,9.71E-05,0
10-08-2010 16:07,0.550116599,4.153677464,0.880677106,0,3.475287288,0,0.000129509,0
10-08-2010 16:07,0.550116599,4.15675354,0.885263696,0,3.494344844,0,0.000161934,0
10-08-2010 16:08,0.550116599,4.159991264,0.889850305,0,3.513417708,0,6.48E-05,0
10-08-2010 16:08,0.549935997,4.163552761,0.894436931,0,3.532506033,0,0.000129509,0
10-08-2010 16:09,0.550116599,4.166790485,0.899023467,0,3.551609419,0,6.48E-05,0
10-08-2010 16:09,0.550116599,4.170189857,0.903610016,0,3.570728489,0,9.71E-05,0
10-08-2010 16:10,0.550116599,4.173589706,0.90819695,0,3.589864876,0,6.48E-05,0
10-08-2010 16:10,0.550116599,4.176989079,0.91278324,0,3.609014314,0,6.48E-05,0
10-08-2010 16:11,0.549935997,4.180550575,0.917369782,0,3.628180748,0,6.48E-05,0
10-08-2010 16:11,0.550116599,4.184274197,0.921956421,0,3.647363698,0,0.000129509,0
10-08-2010 16:12,0.549935997,4.187673569,0.926543014,0,3.666562602,0,9.71E-05,0
10-08-2010 16:12,0.549935997,4.19139719,0.931129624,0,3.685777969,0,0.000129509,0
10-08-2010 16:13,0.549935997,4.194796562,0.935716204,0,3.705009665,0,6.48E-05,0
10-08-2010 16:13,0.550116599,4.198519707,0.940302801,0,3.724257961,0,0.000129509,0
10-08-2010 16:14,0.550116599,4.200138569,0.942115016,0,3.7318678,0,0.000129509,0
10-08-2010 16:14,0,4.117577076,0.942115016,0,3.7318678,0,-0.000420856,0
10-08-2010 16:15,0,4.107378483,0.942115016,0,3.7318678,0,-0.000194263,0
10-08-2010 16:15,0,4.101388454,0.942115016,0,3.7318678,0,-0.000129509,0
10-08-2010 16:16,0,4.09766531,0.942115016,0,3.7318678,0,-9.71E-05,0
10-08-2010 16:16,0.987552285,4.199814796,0.942115017,0,3.731867803,0,0,0
10-08-2010 16:16,0.937523484,4.199814796,0.94235975,0,3.732895638,0,0,0
10-08-2010 16:16,0.886952937,4.199814796,0.942936699,0,3.735318705,0,0,0
10-08-2010 16:16,0.836743534,4.199814796,0.943754763,0,3.738754389,0,0,0
10-08-2010 16:16,0.786172926,4.199814796,0.944793389,0,3.743116393,0,0,0
10-08-2010 16:16,0.736144185,4.199814796,0.946076552,0,3.748505379,0,3.23E-05,0
10-08-2010 16:16,0.686115384,4.199653149,0.947602144,0,3.754912541,0,-3.23E-05,0
10-08-2010 16:16,0.635725439,4.199814796,0.949515352,0,3.762947582,0,0,0
10-08-2010 16:16,0.585696638,4.199653149,0.951980878,0,3.773302228,0,0,0
10-08-2010 16:17,0.535667896,4.199653149,0.955445215,0,3.787851694,0,-3.23E-05,0
10-08-2010 16:17,0.485458493,4.199491024,0.960868829,0,3.810629665,0,-6.48E-05,0
10-08-2010 16:19,0.435429722,4.199653149,0.969742417,0,3.847896757,0,0,0
10-08-2010 16:20,0.385220349,4.199814796,0.981450976,0,3.897070054,0,3.23E-05,0
10-08-2010 16:22,0.335191578,4.199814796,0.994330593,0,3.951161529,0,0,0
10-08-2010 16:25,0.285162807,4.199653149,1.007581725,0,4.006813258,0,-3.23E-05,0
10-08-2010 16:28,0.234953433,4.199653149,1.021170032,0,4.06388102,0,0,0
10-08-2010 16:32,0.184924662,4.199653149,1.035081195,0,4.122304639,0,-6.48E-05,0
10-08-2010 16:38,0.134895891,4.199653149,1.04951601,0,4.182927573,0,-3.23E-05,0
10-08-2010 16:46,0.08486712,4.199653149,1.064755645,0,4.246930459,0,0,0
10-08-2010 16:56,0.049828917,4.199814796,1.075995119,0,4.294133446,0,3.23E-05,0
10-08-2010 16:57,0,4.192044735,1.075995119,0,4.294133446,0,-3.23E-05,0
10-08-2010 16:57,0,4.191073418,1.075995119,0,4.294133446,0,0,0
10-08-2010 16:57,0.000341975,4.191235065,1.075995137,0,4.29413352,0,0,0.093198992
10-08-2010 16:57,0.001064413,4.191073418,1.075996102,0,4.294137565,0,0,0.093198992
10-08-2010 16:58,-1.099568486,4.019636154,1.075996102,0.009167372,4.294137565,0.037035793,-0.000874233,0.093198992
10-08-2010 16:58,-1.099568486,3.995029449,1.075996102,0.018334727,4.294137565,0.073764252,-0.000518036,0.093198992
10-08-2010 16:59,-1.099568486,3.977869749,1.075996102,0.027502005,4.294137565,0.110304747,-0.000388527,0.093198992
10-08-2010 16:59,-1.099568486,3.964595079,1.075996102,0.036669888,4.294137565,0.146710858,-0.00035615,0.093198992
10-08-2010 17:00,-1.099568486,3.953263044,1.075996102,0.045836233,4.294137565,0.182999862,-0.000323772,0.093198992
10-08-2010 17:00,-1.099387884,3.943549871,1.075996102,0.055003315,4.294137565,0.219195399,-0.000226641,0.093198992
10-08-2010 17:01,-1.099387884,3.934322357,1.075996102,0.064170503,4.294137565,0.255303383,-0.000226641,0.093198992
10-08-2010 17:01,-1.099568486,3.925580502,1.075996102,0.073337696,4.294137565,0.291328751,-0.000194263,0.093198992
10-08-2010 17:02,-1.099387884,3.917000532,1.075996102,0.082505548,4.294137565,0.327277519,-0.000226641,0.093198992
10-08-2010 17:02,-1.099568486,3.908582687,1.075996102,0.091671975,4.294137565,0.363144113,-0.000259018,0.093198992
10-08-2010 17:03,-1.099387884,3.900650263,1.075996102,0.100838464,4.294137565,0.398936217,-0.000226641,0.093198992
10-08-2010 17:03,-1.099568486,3.892717838,1.075996102,0.110005467,4.294137565,0.434656989,-0.000226641,0.093198992
10-08-2010 17:04,-1.099568486,3.884785414,1.075996102,0.119172012,4.294137565,0.470304062,-0.000226641,0.093198992
10-08-2010 17:04,-1.099387884,3.877176762,1.075996102,0.128339286,4.294137565,0.505882037,-0.000161886,0.093198992
10-08-2010 17:05,-1.099568486,3.86956811,1.075996102,0.137506441,4.294137565,0.541388501,-0.000161886,0.093198992
10-08-2010 17:05,-1.099568486,3.861797571,1.075996102,0.146673725,4.294137565,0.576825914,-0.000226641,0.093198992
10-08-2010 17:06,-1.099387884,3.854674578,1.075996102,0.155841036,4.294137565,0.612194768,-0.000194263,0.093198992
10-08-2010 17:06,-1.099568486,3.847065926,1.075996102,0.165008197,4.294137565,0.647494801,-0.000161886,0.093198992
10-08-2010 17:07,-1.099568486,3.839781046,1.075996102,0.17417553,4.294137565,0.68272844,-0.000161886,0.093198992
10-08-2010 17:07,-1.099387884,3.832496405,1.075996102,0.183342824,4.294137565,0.717895792,-0.000194216,0.093198992
10-08-2010 17:08,-1.099387884,3.825535297,1.075996102,0.19251013,4.294137565,0.752998018,-0.000161886,0.093198992
10-08-2010 17:08,-1.099568486,3.81857419,1.075996102,0.201677338,4.294137565,0.788035879,-0.000194263,0.093198992
10-08-2010 17:09,-1.099387884,3.811613083,1.075996102,0.210844537,4.294137565,0.823010203,-0.000161886,0.093198992
10-08-2010 17:09,-1.099568486,3.804813862,1.075996102,0.220011844,4.294137565,0.857921585,-0.000161886,0.093198992
10-08-2010 17:10,-1.099387884,3.798176527,1.075996102,0.22917921,4.294137565,0.892771391,-0.000194263,0.093198992
10-08-2010 17:10,-1.099387884,3.791539192,1.075996102,0.238346476,4.294137565,0.927560142,-0.000194263,0.093198992
10-08-2010 17:11,-1.099568486,3.78522563,1.075996102,0.247513735,4.294137565,0.962289423,-0.000161886,0.093198992
10-08-2010 17:11,-1.099568486,3.778912067,1.075996102,0.256681102,4.294137565,0.996960788,-0.000129509,0.093198992
10-08-2010 17:12,-1.099387884,3.772760391,1.075996102,0.265848413,4.294137565,1.031574636,-0.000129509,0.093198992
10-08-2010 17:12,-1.099568486,3.766608715,1.075996102,0.275015621,4.294137565,1.066132122,-0.000194263,0.093198992
10-08-2010 17:13,-1.099749088,3.760618925,1.075996102,0.284183075,4.294137565,1.100635526,-0.000194263,0.093198992
10-08-2010 17:13,-1.099387884,3.754952908,1.075996102,0.293350824,4.294137565,1.135085853,-0.000129509,0.093198992
10-08-2010 17:14,-1.099387884,3.749125242,1.075996102,0.302517546,4.294137565,1.169478706,-0.000129509,0.093198992
10-08-2010 17:14,-1.099387884,3.743459225,1.075996102,0.311684824,4.294137565,1.203821769,-0.000161886,0.093198992
10-08-2010 17:15,-1.099387884,3.737793207,1.075996102,0.320852159,4.294137565,1.238113621,-0.000226641,0.093198992
10-08-2010 17:15,-1.099387884,3.732450962,1.075996102,0.330019497,4.294137565,1.272354961,-0.000161886,0.093198992
10-08-2010 17:16,-1.099387884,3.727270603,1.075996102,0.339186729,4.294137565,1.306546566,-0.000129509,0.093198992
10-08-2010 17:16,-1.099568486,3.721928358,1.075996102,0.348353982,4.294137565,1.340690613,-0.000129509,0.093198992
10-08-2010 17:17,-1.099568486,3.716909885,1.075996102,0.357521162,4.294137565,1.374786869,-0.000129509,0.093198992
10-08-2010 17:17,-1.099387884,3.711729527,1.075996102,0.366688358,4.294137565,1.408836699,-0.000161886,0.093198992
10-08-2010 17:18,-1.099568486,3.70687294,1.075996102,0.375855607,4.294137565,1.442840418,-0.000129509,0.093198992
10-08-2010 17:18,-1.099568486,3.701854467,1.075996102,0.385022903,4.294137565,1.476798444,-9.71E-05,0.093198992
10-08-2010 17:19,-1.099387884,3.696997881,1.075996102,0.394190197,4.294137565,1.510711314,-0.000129509,0.093198992
