date,Voltage(V),Current(A),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s)
06-02-2018 00:51:25.644,4.400038719,0.529129982,2.623258114,0,11.45864677,0,3.24249E-05
06-02-2018 00:53:25.645,4.40004158,0.502601624,2.640445709,0,11.53427124,0,-1.23978E-05
06-02-2018 00:55:25.647,4.399950981,0.477928162,2.656791449,0,11.60619259,0,8.58307E-06
06-02-2018 00:57:25.652,4.399978638,0.45405674,2.672319412,0,11.67451572,0,-2.28882E-05
06-02-2018 00:59:25.648,4.399975777,0.432053566,2.687082291,0,11.73947239,0,2.86102E-05
06-02-2018 01:01:25.648,4.399973869,0.410861015,2.701121569,0,11.80124569,0,-1.90735E-06
06-02-2018 01:03:25.647,4.400008202,0.390670776,2.714481115,0,11.86002731,0,-2.86102E-06
06-02-2018 01:05:25.647,4.400016785,0.37199688,2.727186203,0,11.91593075,0,-9.82285E-05
06-02-2018 01:07:25.645,4.399991989,0.354106903,2.73928237,0,11.9691534,0,1.23978E-05
06-02-2018 01:09:25.647,4.400048256,0.337338448,2.750808716,0,12.01986885,0,-2.86102E-05
06-02-2018 01:11:25.647,4.400005341,0.321343422,2.761784554,0,12.06816292,0,4.76837E-06
06-02-2018 01:13:25.647,4.399997711,0.30636692,2.772241592,0,12.11417389,0,-9.53674E-06
06-02-2018 01:15:25.650,4.400061607,0.291954041,2.782211065,0,12.15803909,0,2.38419E-05
06-02-2018 01:17:25.649,4.400009155,0.279024124,2.791722536,0,12.19988918,0,-1.81198E-05
06-02-2018 01:19:25.650,4.400046349,0.266566277,2.800814152,0,12.23989296,0,2.67029E-05
06-02-2018 01:21:25.650,4.400017738,0.254416466,2.809494734,0,12.27808762,0,4.29153E-05
06-02-2018 01:23:25.650,4.39998436,0.243020058,2.817786455,0,12.31457138,0,-4.19617E-05
06-02-2018 01:25:25.645,4.399943352,0.232614517,2.825715303,0,12.34945774,0,1.90735E-06
06-02-2018 01:27:25.645,4.40001297,0.222640038,2.833300829,0,12.38283443,0,-3.91006E-05
06-02-2018 01:29:25.647,4.39997673,0.213294983,2.840566397,0,12.41480255,0,8.58307E-06
06-02-2018 01:31:25.649,4.400006294,0.204382896,2.847528696,0,12.44543743,0,-4.76837E-05
06-02-2018 01:33:25.651,4.399985313,0.195800781,2.854196787,0,12.47477627,0,2.57492E-05
06-02-2018 01:35:25.645,4.399929047,0.187940598,2.860586405,0,12.50289154,0,1.14441E-05
06-02-2018 01:37:25.648,4.40003109,0.180710793,2.866730213,0,12.52992344,0,1.90735E-06
06-02-2018 01:39:25.647,4.399945259,0.173461914,2.872630596,0,12.55588531,0,-3.91006E-05
06-02-2018 01:41:25.649,4.399981499,0.166872978,2.878302813,0,12.58084297,0,-1.90735E-06
06-02-2018 01:43:25.644,4.400020599,0.160505295,2.883754253,0,12.60482979,0,-4.673E-05
06-02-2018 01:45:25.648,4.399998665,0.154316902,2.888999224,0,12.6279068,0,3.8147E-06
06-02-2018 01:47:25.650,4.39999485,0.148358345,2.894046545,0,12.65011501,0,0.000160217
06-02-2018 01:49:25.650,4.400003433,0.143122673,2.89890933,0,12.67151165,0,8.7738E-05
06-02-2018 01:51:25.646,4.400028229,0.138363838,2.903597116,0,12.69213867,0,-4.1008E-05
06-02-2018 01:53:25.647,4.399981499,0.133109093,2.908116817,0,12.71202469,0,-6.38962E-05
06-02-2018 01:55:25.648,4.400063515,0.128340721,2.912474155,0,12.7311964,0,-2.38419E-05
06-02-2018 01:57:25.646,4.400028229,0.12383461,2.916678667,0,12.74969673,0,4.29153E-05
06-02-2018 01:59:25.646,4.400036812,0.119680405,2.920737505,0,12.76755619,0,-9.15527E-05
06-02-2018 02:01:25.648,4.399961472,0.115750313,2.924659967,0,12.78481483,0,8.39233E-05
06-02-2018 02:03:25.645,4.399980545,0.111681938,2.928449869,0,12.80148983,0,-3.24249E-05
06-02-2018 02:05:25.650,4.399999619,0.108128548,2.93211174,0,12.81760216,0,9.53674E-07
06-02-2018 02:07:25.648,4.400015831,0.104585648,2.935652494,0,12.83318138,0,-3.91006E-05
06-02-2018 02:09:25.644,4.399997711,0.101140022,2.939079285,0,12.84825993,0,-6.48499E-05
06-02-2018 02:11:25.647,4.400019646,0.097887039,2.942394972,0,12.86284924,0,-9.53674E-07
06-02-2018 02:13:25.650,4.400033951,0.095046997,2.945609093,0,12.87699032,0,3.24249E-05
06-02-2018 02:15:25.647,4.400000572,0.092078209,2.948723793,0,12.89069557,0,4.76837E-05
06-02-2018 02:17:25.645,4.399995804,0.089318275,2.951746225,0,12.90399456,0,3.8147E-06
06-02-2018 02:19:25.651,4.399931908,0.086400986,2.954674959,0,12.91688061,0,4.29153E-05
06-02-2018 02:21:25.650,4.399985313,0.084024429,2.957517624,0,12.92938805,0,4.76837E-06
06-02-2018 02:23:12.342,4.399915695,0.081498146,2.959970236,0,12.94017982,0,-1.22835E-05
06-02-2018 02:25:12.397,4.381763458,0,2.959970236,0,12.94017982,0,-3.14713E-05
06-02-2018 02:27:12.393,4.379843712,0,2.959970236,0,12.94017982,0,9.53674E-06
06-02-2018 02:28:12.394,4.379213333,0,2.959970236,0,12.94017982,0,-0.000212559
06-02-2018 02:30:12.484,3.943918228,-2.281950951,2.959970236,0.07606604,12.94017982,0.30394581,-0.000657082
06-02-2018 02:32:12.485,3.897408485,-2.281974792,2.959970236,0.152128056,12.94017982,0.602044404,-0.000370979
06-02-2018 02:34:12.483,3.859132767,-2.281929016,2.959970236,0.228190914,12.94017982,0.897020757,-0.000292778
06-02-2018 02:36:12.484,3.823376656,-2.281903267,2.959970236,0.30425328,12.94017982,1.189176202,-0.000248909
06-02-2018 02:38:12.484,3.789806366,-2.281925201,2.959970236,0.380317807,12.94017982,1.478720546,-0.000303268
06-02-2018 02:40:12.483,3.757658958,-2.281949043,2.959970236,0.45638144,12.94017982,1.765757561,-0.000149727
06-02-2018 02:42:12.485,3.727344513,-2.28194046,2.959970236,0.532447457,12.94017982,2.050431252,-0.00024128
06-02-2018 02:44:12.483,3.697550774,-2.28190136,2.959970236,0.608515084,12.94017982,2.332813501,-0.000325203
06-02-2018 02:46:12.485,3.669372559,-2.281913757,2.959970236,0.684579551,12.94017982,2.612986803,-0.000199318
06-02-2018 02:48:12.482,3.642081261,-2.281898499,2.959970236,0.760643065,12.94017982,2.891042471,-0.000229836
06-02-2018 02:50:12.483,3.616222382,-2.281982422,2.959970236,0.836706877,12.94017982,3.167071581,-0.000188828
06-02-2018 02:52:12.486,3.591516495,-2.281945229,2.959970236,0.912772477,12.94017982,3.441191435,-0.000265121
06-02-2018 02:54:12.482,3.568448067,-2.281986237,2.959970236,0.988830924,12.94017982,3.713463068,-0.000159264
06-02-2018 02:56:12.483,3.546411514,-2.281964302,2.959970236,1.064900398,12.94017982,3.984057903,-0.000152588
06-02-2018 02:58:12.487,3.525243759,-2.281945229,2.959970236,1.140964866,12.94017982,4.252998352,-0.000225067
06-02-2018 03:00:12.481,3.505019188,-2.281974792,2.959970236,1.217026949,12.94017982,4.520377636,-0.00014019
06-02-2018 03:02:12.485,3.484603882,-2.281909943,2.959970236,1.29309392,12.94017982,4.786214352,-0.00014019
06-02-2018 03:04:12.487,3.465559959,-2.281872749,2.959970236,1.369158626,12.94017982,5.050563335,-0.000226974
06-02-2018 03:06:12.483,3.447351456,-2.281929016,2.959970236,1.445218682,12.94017982,5.313457489,-0.000175476
06-02-2018 03:08:12.482,3.429002762,-2.281898499,2.959970236,1.521281719,12.94017982,5.574975491,-7.34329E-05
06-02-2018 03:10:12.485,3.411195755,-2.281894684,2.959970236,1.597351909,12.94017982,5.835134983,-7.9155E-05
06-02-2018 03:12:12.486,3.394091606,-2.28190136,2.959970236,1.673416972,12.94017982,6.093959332,-0.000137329
06-02-2018 03:14:12.487,3.377347946,-2.28189373,2.959970236,1.749485254,12.94017982,6.351507664,-0.000117302
06-02-2018 03:16:12.482,3.360249519,-2.281944275,2.959970236,1.825545669,12.94017982,6.607746124,-0.000192642
06-02-2018 03:18:12.482,3.343289375,-2.281935692,2.959970236,1.901611924,12.94017982,6.862701893,-0.000183105
06-02-2018 03:20:12.483,3.325529099,-2.281979561,2.959970236,1.977675915,12.94017982,7.116338253,-0.000172615
06-02-2018 03:22:12.485,3.306601524,-2.281907082,2.959970236,2.053742409,12.94017982,7.368589401,-0.000267029
06-02-2018 03:24:12.483,3.286414146,-2.281944275,2.959970236,2.129806042,12.94017982,7.619350433,-0.000160217
06-02-2018 03:26:12.486,3.264021873,-2.281945229,2.959970236,2.20587039,12.94017982,7.868494987,-6.67572E-05
06-02-2018 03:28:12.486,3.239639282,-2.281996727,2.959970236,2.281937838,12.94017982,8.115865707,-0.000135422
06-02-2018 03:30:12.484,3.211149216,-2.282003403,2.959970236,2.35799551,12.94017982,8.36120224,-0.000329971
06-02-2018 03:32:12.482,3.177961349,-2.281972885,2.959970236,2.434066534,12.94017982,8.604243279,-0.00028038
06-02-2018 03:34:12.484,3.138491631,-2.281933784,2.959970236,2.510125399,12.94017982,8.844495773,-0.000400543
06-02-2018 03:36:12.485,3.091720581,-2.281898499,2.959970236,2.586194754,12.94017982,9.081511497,-0.000415802
06-02-2018 03:38:12.486,3.032926559,-2.281957626,2.959970236,2.662256956,12.94017982,9.314517021,-0.000670433
06-02-2018 03:39:09.615,3,-2.28191185,2.959970236,2.698471546,12.94017982,9.423765182,-0.000309946
06-02-2018 03:41:09.766,3.648303032,0,2.959970236,2.6985116,12.94017982,9.423888206,0.000448227
06-02-2018 03:43:09.765,3.679261208,0,2.959970236,2.6985116,12.94017982,9.423888206,0.000160217
06-02-2018 03:44:09.766,3.685677528,0,2.959970236,2.6985116,12.94017982,9.423888206,0.000194799
06-02-2018 03:45:21.261,4.200015068,3.259994507,0.076265424,2.25242E-09,0.320156813,8.30156E-09,0.000236004
06-02-2018 03:47:21.280,4.248750687,3.260093689,0.184682444,2.25242E-09,0.778387964,8.30156E-09,0.000305176
06-02-2018 03:49:21.284,4.281707764,3.260147095,0.293364227,2.25242E-09,1.242026091,8.30156E-09,0.000149727
06-02-2018 03:51:21.282,4.305954933,3.260051727,0.402029276,2.25242E-09,1.708658576,8.30156E-09,0.000170708
06-02-2018 03:53:21.279,4.328259468,3.260112762,0.510702848,2.25242E-09,2.177795172,8.30156E-09,0.000214577
06-02-2018 03:55:21.281,4.353627205,3.260066986,0.619368196,2.25242E-09,2.649476051,8.30156E-09,0.00023365
06-02-2018 03:57:21.282,4.381873131,3.260122299,0.728042126,2.25242E-09,3.124112368,8.30156E-09,0.000283241
06-02-2018 03:59:21.282,4.399957657,3.142709732,0.835838318,2.25242E-09,3.597829342,8.30156E-09,2.86102E-06
06-02-2018 04:01:21.281,4.39999485,2.89745903,0.936440229,2.25242E-09,4.04047823,8.30156E-09,3.62396E-05
06-02-2018 04:03:21.281,4.400072098,2.682638168,1.02933836,2.25242E-09,4.449230194,8.30156E-09,2.76566E-05
06-02-2018 04:05:21.284,4.400039673,2.498592377,1.115610123,2.25242E-09,4.828825951,8.30156E-09,3.43323E-05
06-02-2018 04:07:21.285,4.40002346,2.336174011,1.196125865,2.25242E-09,5.183095455,8.30156E-09,-1.62125E-05
06-02-2018 04:09:21.283,4.400012016,2.19726181,1.271637201,2.25242E-09,5.515345573,8.30156E-09,4.76837E-05
06-02-2018 04:11:21.283,4.400017738,2.073045731,1.342767239,2.25242E-09,5.828318119,8.30156E-09,2.86102E-05
06-02-2018 04:13:21.282,4.40003109,1.965831757,1.410047889,2.25242E-09,6.124352932,8.30156E-09,-8.58307E-06
06-02-2018 04:15:21.284,4.400018692,1.870729446,1.473978877,2.25242E-09,6.405649662,8.30156E-09,3.8147E-06
06-02-2018 04:17:21.281,4.400000572,1.781677246,1.534824133,2.25242E-09,6.673368931,8.30156E-09,-1.90735E-06
06-02-2018 04:19:21.283,4.399971008,1.700502396,1.592831254,2.25242E-09,6.928600311,8.30156E-09,-1.62125E-05
06-02-2018 04:21:21.284,4.400028229,1.625149727,1.648246408,2.25242E-09,7.172427177,8.30156E-09,-1.81198E-05
06-02-2018 04:23:21.280,4.400028229,1.556705475,1.701264381,2.25242E-09,7.405706406,8.30156E-09,-8.01086E-05
06-02-2018 04:25:21.281,4.39998436,1.487663269,1.752016544,2.25242E-09,7.629015446,8.30156E-09,1.43051E-05
06-02-2018 04:27:21.280,4.40007019,1.420816422,1.800467253,2.25242E-09,7.842198849,8.30156E-09,3.62396E-05
06-02-2018 04:29:21.283,4.399971962,1.358769417,1.846784711,2.25242E-09,8.045995712,8.30156E-09,-8.58307E-05
06-02-2018 04:31:21.284,4.39997673,1.298993111,1.891073704,2.25242E-09,8.240867615,8.30156E-09,-4.00543E-05
06-02-2018 04:33:21.279,4.399985313,1.240844727,1.933393836,2.25242E-09,8.427075386,8.30156E-09,-4.76837E-05
06-02-2018 04:35:21.279,4.400028229,1.183897972,1.973790407,2.25242E-09,8.604820251,8.30156E-09,-4.95911E-05
06-02-2018 04:37:21.279,4.399962425,1.128728867,2.012343168,2.25242E-09,8.774453163,8.30156E-09,-3.8147E-05
06-02-2018 04:39:21.279,4.399973869,1.075119019,2.04907155,2.25242E-09,8.936058044,8.30156E-09,5.05447E-05
06-02-2018 04:41:21.281,4.399981499,1.022828102,2.084033012,2.25242E-09,9.089887619,8.30156E-09,-4.95911E-05
06-02-2018 04:43:21.280,4.400020599,0.971968651,2.117275476,2.25242E-09,9.236154556,8.30156E-09,-2.86102E-05
06-02-2018 04:45:21.284,4.399965286,0.922627449,2.14884758,2.25242E-09,9.375072479,8.30156E-09,2.19345E-05
06-02-2018 04:47:21.281,4.399973869,0.875003815,2.178810835,2.25242E-09,9.506911278,8.30156E-09,-9.91821E-05
06-02-2018 04:49:21.283,4.400006294,0.830238342,2.20722127,2.25242E-09,9.631916046,8.30156E-09,2.86102E-06
06-02-2018 04:51:21.283,4.40000248,0.786872864,2.234162331,2.25242E-09,9.75045681,8.30156E-09,-3.33786E-05
06-02-2018 04:53:21.283,4.400019646,0.745062828,2.259699821,2.25242E-09,9.862821579,8.30156E-09,-3.91006E-05
06-02-2018 04:55:21.285,4.400014877,0.705522537,2.283874512,2.25242E-09,9.969191551,8.30156E-09,-2.09808E-05
06-02-2018 04:57:21.279,4.400030136,0.667766571,2.306757927,2.25242E-09,10.06987762,8.30156E-09,9.53674E-07
06-02-2018 04:59:21.285,4.400019646,0.631519318,2.328417301,2.25242E-09,10.16517925,8.30156E-09,5.43594E-05
06-02-2018 05:01:21.280,4.399961472,0.597214699,2.348889828,2.25242E-09,10.25525856,8.30156E-09,6.19888E-05
06-02-2018 05:03:21.282,4.400036812,0.564741135,2.368248224,2.25242E-09,10.34043503,8.30156E-09,6.19888E-05
06-02-2018 05:05:21.284,4.399993896,0.534373283,2.386556864,2.25242E-09,10.42099285,8.30156E-09,-1.23978E-05
06-02-2018 05:07:21.280,4.399970055,0.505182266,2.403875113,2.25242E-09,10.49719334,8.30156E-09,-5.72205E-06
06-02-2018 05:09:21.281,4.39999485,0.47728157,2.420246601,2.25242E-09,10.56922817,8.30156E-09,3.05176E-05
06-02-2018 05:11:21.281,4.400010109,0.452031136,2.435727358,2.25242E-09,10.63734341,8.30156E-09,6.67572E-06
06-02-2018 05:13:21.281,4.39999485,0.428127289,2.450389624,2.25242E-09,10.70185757,8.30156E-09,3.71933E-05
06-02-2018 05:15:21.283,4.400004387,0.405381203,2.464283228,2.25242E-09,10.76298904,8.30156E-09,2.76566E-05
06-02-2018 05:17:21.284,4.399963379,0.383800507,2.477430344,2.25242E-09,10.82083702,8.30156E-09,0
06-02-2018 05:19:21.279,4.40004921,0.36416626,2.489886999,2.25242E-09,10.87564564,8.30156E-09,5.72205E-05
06-02-2018 05:21:21.281,4.399965286,0.344924927,2.501696348,2.25242E-09,10.92760658,8.30156E-09,-3.33786E-05
06-02-2018 05:23:21.284,4.399989128,0.327432632,2.512896061,2.25242E-09,10.9768858,8.30156E-09,-6.38962E-05
06-02-2018 05:25:21.282,4.399997711,0.310727119,2.523530483,2.25242E-09,11.02367687,8.30156E-09,-3.33786E-05
06-02-2018 05:27:21.282,4.40000248,0.295334816,2.53363657,2.25242E-09,11.0681448,8.30156E-09,1.62125E-05
06-02-2018 05:29:21.279,4.399968147,0.280683517,2.54323411,2.25242E-09,11.11037254,8.30156E-09,1.23978E-05
06-02-2018 05:31:21.281,4.399963379,0.267230034,2.552363157,2.25242E-09,11.15054035,8.30156E-09,-0.000117302
06-02-2018 05:33:21.281,4.399990082,0.254080772,2.561050653,2.25242E-09,11.18876553,8.30156E-09,-9.53674E-06
06-02-2018 05:35:21.285,4.40002346,0.242296219,2.569325209,2.25242E-09,11.22517395,8.30156E-09,9.53674E-06
06-02-2018 05:37:21.283,4.39999485,0.231399536,2.577222347,2.25242E-09,11.25992107,8.30156E-09,-3.52859E-05
06-02-2018 05:39:21.283,4.400032997,0.221491814,2.584771156,2.25242E-09,11.2931366,8.30156E-09,-2.47955E-05
06-02-2018 05:41:21.280,4.400019646,0.211690903,2.591987371,2.25242E-09,11.32488728,8.30156E-09,1.43051E-05
06-02-2018 05:43:21.280,4.400007248,0.202157974,2.598885059,2.25242E-09,11.35523796,8.30156E-09,2.28882E-05
06-02-2018 05:45:21.283,4.400036812,0.193597794,2.605480671,2.25242E-09,11.38425827,8.30156E-09,-5.05447E-05
06-02-2018 05:47:21.283,4.400038719,0.185390472,2.611789465,2.25242E-09,11.41201687,8.30156E-09,-2.47955E-05
06-02-2018 05:49:21.282,4.400065422,0.177168846,2.617828131,2.25242E-09,11.43858719,8.30156E-09,7.62939E-06
06-02-2018 05:51:21.282,4.400012016,0.170004845,2.623615026,2.25242E-09,11.46404934,8.30156E-09,-5.14984E-05
06-02-2018 05:53:21.283,4.400060654,0.163078308,2.629162073,2.25242E-09,11.48845577,8.30156E-09,5.05447E-05
06-02-2018 05:55:21.280,4.399990082,0.156355858,2.634484053,2.25242E-09,11.51187325,8.30156E-09,-8.2016E-05
06-02-2018 05:57:21.279,4.400047302,0.15021801,2.639590263,2.25242E-09,11.53434086,8.30156E-09,8.86917E-05
06-02-2018 05:59:21.282,4.399951935,0.144443512,2.644498348,2.25242E-09,11.55593491,8.30156E-09,4.48227E-05
06-02-2018 06:01:21.285,4.400001526,0.138622284,2.649215937,2.25242E-09,11.57669353,8.30156E-09,-4.57764E-05
